campaign_id,campaign_name,product,audience_segment,region,channel,launch_date,end_date,spend_amount,impressions,clicks,conversions,ctr,conversion_rate,revenue_generated,roi,campaign_status,campaign_objective,target_audience_size,actual_reach
CMP15269,Bangalore Current Account Push,Credit Card,First-Time Borrowers,Kolkata,Email,2026-01-13,2026-03-30,2410892,7232676,759973,82210,10.51,10.82,3681528220,1526.04,Cancelled,Retention,1638787,961385
CMP15270,Limited Period Car Loan,Mutual Fund,Self-Employed,North India,Push Notification,2024-10-29,2025-01-01,3810779,26675453,1254141,287913,4.7,22.96,8420303598,2208.6,Active,Acquisition,2195462,989002
CMP15271,Eid Fixed Deposit Offer,Health Insurance,High-Value Transactors,South India,Email,2026-03-13,2026-05-18,2816205,16897230,595306,31667,3.52,5.32,1434356765,508.32,Completed,Retention,2948102,124779
CMP15272,Instant Savings Account Promo,Demat Account,Salaried Millennials,Pan India,Call Center,2024-05-13,2024-07-08,2297091,13782546,393525,35097,2.86,8.92,1079934690,469.13,Scheduled,Cross-sell,1524178,421234
CMP15273,Health Insurance Flash Sale,Mutual Fund,NRI Customers,Kochi,Email,2025-05-20,2025-05-27,3654591,40200501,1860287,440723,4.63,23.69,15112832393,4134.3,Cancelled,Acquisition,4278117,2754030
CMP15274,Ugadi Home Loan Offer,Credit Card,HNI Customers,Chandigarh,SMS,2025-05-28,2025-08-17,2672208,34738704,2861402,410168,8.24,14.33,13218894304,4945.81,Scheduled,Upsell,2532162,960227
CMP15275,April EMI Card Bonanza,Personal Loan,Students,Kolkata,SMS,2026-03-22,2026-05-17,3011863,12047452,660714,33359,5.48,5.05,965242665,319.48,Paused,Upsell,4746166,2498716
CMP15276,Car Loan Special Offer,Fixed Deposit,Healthcare Workers,Bangalore,Email,2024-03-07,2024-05-07,1168225,14018700,545125,97799,3.89,17.94,2066297272,1767.75,Scheduled,Brand Awareness,2980041,609271
CMP15277,Life Insurance EMI Special,Gold Loan,HNI Customers,Indore,WhatsApp,2024-03-03,2024-04-16,618731,7424772,313208,32908,4.22,10.51,897039172,1448.8,Cancelled,Upsell,3324274,786960
CMP15278,Pre-Approved Savings Account Drive,Fixed Deposit,First-Time Borrowers,East India,Email,2024-07-05,2024-08-23,2517158,15102948,754189,87727,4.99,11.63,519782475,205.5,Paused,Acquisition,1257786,2106899
CMP15279,Pre-Approved Credit Card Drive,Health Insurance,Dormant Account Holders,Lucknow,Call Center,2023-02-24,2023-05-09,1699858,5099574,579781,68393,11.37,11.8,1774251206,1042.76,Completed,Upsell,902282,375229
CMP15280,Instant Demat Account Promo,NRI Account,Premium Card Holders,Nagpur,WhatsApp,2024-09-12,2024-11-22,3138570,47078550,3122397,288825,6.63,9.25,12657755625,4031.97,Completed,Re-engagement,1610106,396122
CMP15281,Car Loan EMI Special,Current Account,Students,Bangalore,WhatsApp,2024-01-15,2024-03-02,3048868,18293208,2824085,558719,15.44,19.78,20614496224,6760.36,Scheduled,Retention,1965401,419783
CMP15282,Limited Period Forex Card,EMI Card,Retired Professionals,West India,Call Center,2024-06-13,2024-08-31,4920720,49207200,3245175,571236,6.59,17.6,16523572536,3356.96,Active,Re-engagement,4598264,2336611
CMP15283,Prepaid Card Zero Cost,Business Loan,Retired Professionals,Chandigarh,WhatsApp,2025-08-11,2025-09-04,173417,1907587,83849,16562,4.4,19.75,423059728,2438.55,Cancelled,Cross-sell,3172691,2799204
CMP15284,Instant Health Insurance Promo,Business Loan,Dormant Account Holders,Pan India,WhatsApp,2025-09-11,2025-11-05,3678327,36783270,5191613,484575,14.11,9.33,5634638100,1530.85,Cancelled,Upsell,688224,2512542
CMP15285,Winter Mutual Fund Fest,Business Loan,Low-Balance Customers,Indore,Push Notification,2023-01-16,2023-01-26,3076802,12307208,779505,97345,6.33,12.49,1391644120,451.3,Scheduled,Cross-sell,4432995,1145360
CMP15286,Instant Forex Card Promo,Current Account,Salaried Millennials,Coimbatore,Call Center,2024-09-27,2024-12-19,2244333,8977332,803610,59895,8.95,7.45,1234016685,548.84,Cancelled,Retention,735822,2520842
CMP15287,May Life Insurance Bonanza,Credit Card,Women Professionals,East India,Call Center,2023-11-16,2024-01-31,1325106,9275742,1097224,124476,11.83,11.34,4208782512,3175.19,Completed,Upsell,4932159,2855324
CMP15288,High-Value Prepaid Card Campaign,NRI Account,Premium Card Holders,Ahmedabad,SMS,2024-11-30,2025-01-10,4091783,28642481,493456,48936,1.72,9.92,410475168,99.32,Cancelled,Retention,1427374,939875
CMP15289,Fixed Deposit Zero Cost,Current Account,High-Value Transactors,Lucknow,Call Center,2024-09-18,2024-10-07,1686739,11807173,296984,70493,2.52,23.74,2042041224,1209.64,Scheduled,Acquisition,2138884,1278002
CMP15290,Mutual Fund Flash Sale,Prepaid Card,NRI Customers,Coimbatore,WhatsApp,2025-11-21,2025-12-09,115886,1738290,204844,29304,11.78,14.31,615589128,5311.02,Scheduled,Retention,2352866,2115248
CMP15291,Health Insurance EMI Special,EMI Card,HNI Customers,South India,Email,2024-07-15,2024-10-08,4326472,51917664,2315093,473446,4.46,20.45,9566923322,2210.25,Paused,Re-engagement,954739,599891
CMP15292,Exclusive Personal Loan Deal,Business Loan,Salaried Millennials,North India,Call Center,2024-03-13,2024-05-26,3865987,23195922,796818,190061,3.44,23.85,6704401775,1733.2,Completed,Upsell,4818179,2446081
CMP15293,Pre-Approved Car Loan Drive,Education Loan,Dormant Account Holders,Indore,Email,2023-03-15,2023-06-06,1415901,19822614,379266,74553,1.91,19.66,2236217235,1578.36,Cancelled,Retention,3421935,1994544
CMP15294,Q4 Mutual Fund Fest,Forex Card,Mass Affluent,Hyderabad,Email,2023-09-04,2023-11-14,208804,2296844,39721,6399,1.73,16.11,311599305,1491.31,Active,Cross-sell,1622535,369270
CMP15295,Premium Business Loan Upgrade,Home Loan,Government Employees,Jaipur,WhatsApp,2025-01-23,2025-03-17,783735,3918675,490685,59608,12.52,12.15,2374663504,3028.93,Active,Acquisition,4900435,2218068
CMP15296,Mumbai Credit Card Push,Credit Card Upgrade,Senior Citizens,South India,WhatsApp,2023-09-11,2023-10-31,1032168,11353848,429744,97655,3.79,22.72,2870861690,2780.39,Completed,Cross-sell,4222467,1571447
CMP15297,NRI Account Special Offer,Home Loan,Low-Balance Customers,South India,WhatsApp,2023-02-01,2023-02-24,4848386,29090316,2424499,282436,8.33,11.65,6134509920,1264.27,Active,Upsell,3760844,1118577
CMP15298,Limited Period Life Insurance,Health Insurance,Self-Employed,Lucknow,WhatsApp,2025-03-08,2025-03-18,2172606,23898666,2442561,141422,10.22,5.79,2543474670,1169.7,Scheduled,Acquisition,1524229,1729226
CMP15299,Gold Loan Zero Cost,Current Account,Senior Citizens,Mumbai,Email,2025-06-16,2025-09-08,397327,1589308,95321,14354,6.0,15.06,574360956,1444.56,Scheduled,Acquisition,3870244,2645164
CMP15300,Delhi NCR Fixed Deposit Push,Life Insurance,Government Employees,East India,Email,2025-12-13,2026-02-10,4675348,65454872,1168120,77435,1.78,6.63,3281385560,700.85,Paused,Brand Awareness,4976676,1181842
CMP15301,Exclusive Mutual Fund Deal,Senior Citizen FD,Salaried Gen-Z,Mumbai,Call Center,2026-01-22,2026-04-22,396162,4753944,462404,61597,9.73,13.32,1532718151,3867.92,Cancelled,Acquisition,4113681,1021018
CMP15302,Home Loan Flash Sale,Savings Account,NRI Customers,East India,SMS,2025-01-23,2025-04-03,2821092,36674196,502007,113417,1.37,22.59,2624582797,929.34,Cancelled,Retention,4939538,112652
CMP15303,Exclusive Car Loan Deal,Personal Loan,Self-Employed,Ahmedabad,Call Center,2023-01-07,2023-01-31,3931061,15724244,1493778,209397,9.5,14.02,2781420351,706.55,Scheduled,Re-engagement,135002,2557333
CMP15304,Premium Education Loan Upgrade,Forex Card,HNI Customers,Pan India,SMS,2023-08-23,2023-10-06,964298,6750086,624230,95070,9.25,15.23,1649654640,1709.73,Cancelled,Brand Awareness,2857273,1420329
CMP15305,Exclusive EMI Card Deal,Car Loan,NRI Customers,North India,Call Center,2025-04-13,2025-05-30,719080,10067120,608539,121186,6.04,19.91,3878800302,5393.12,Active,Brand Awareness,3054019,2397480
CMP15306,September Prepaid Card Bonanza,Home Loan,Dormant Account Holders,North India,Push Notification,2025-02-14,2025-05-08,1689740,21966620,1564725,176981,7.12,11.31,4426294810,2618.51,Active,Brand Awareness,4768823,1401311
CMP15307,June Home Loan Bonanza,Credit Card,Students,East India,WhatsApp,2025-08-27,2025-11-07,2798203,27982030,2367510,394161,8.46,16.65,13796817483,4929.6,Completed,Acquisition,1075033,1076104
CMP15308,Health Insurance Flash Sale,Life Insurance,Mass Affluent,Chennai,SMS,2025-03-18,2025-03-25,684042,3420210,162415,12273,4.75,7.56,334561980,488.1,Paused,Upsell,4899482,1658980
CMP15309,Dormant Exclusive Business Loan,Credit Card Upgrade,Retired Professionals,Kolkata,Email,2025-09-24,2025-10-14,4061117,44672287,4832629,491525,10.82,10.17,19510101825,4803.12,Scheduled,Retention,1799000,2460446
CMP15310,Limited Period Health Insurance,Demat Account,Dormant Account Holders,Lucknow,Push Notification,2023-10-07,2023-11-16,4164448,62466720,6800315,591327,10.89,8.7,12741322869,3058.55,Active,Acquisition,2477115,2510612
CMP15311,Diwali Life Insurance Offer,Life Insurance,High-Value Transactors,Pan India,SMS,2024-11-12,2024-12-31,3831342,45976104,1964173,199878,4.27,10.18,7102464852,1852.78,Cancelled,Upsell,1654194,611119
CMP15312,Premium Current Account Upgrade,Home Loan,SMB Owners,Jaipur,Push Notification,2025-06-11,2025-09-02,2980871,44713065,3558369,300920,7.96,8.46,12470124800,4182.38,Cancelled,Cross-sell,4826792,1752013
CMP15313,Credit Card Upgrade Zero Cost,Senior Citizen FD,Retired Professionals,Mumbai,WhatsApp,2024-04-29,2024-05-23,4387292,30711044,4484515,568367,14.6,12.67,6624885752,1509.02,Cancelled,Brand Awareness,4840178,123219
CMP15314,Instant Car Loan Promo,Education Loan,First-Time Borrowers,Hyderabad,SMS,2024-04-25,2024-05-16,4053281,20266405,1998545,110404,9.86,5.52,4960230912,1222.76,Paused,Re-engagement,4027377,1089490
CMP15315,July Current Account Bonanza,Credit Card,Dormant Account Holders,Coimbatore,SMS,2023-10-07,2023-10-16,3594834,46732842,2718664,569963,5.82,20.96,13273298344,3691.33,Scheduled,Brand Awareness,2466812,565482
CMP15316,Home Loan Flash Sale,Home Loan,Existing Loan Customers,Lucknow,Email,2023-05-07,2023-07-25,1589126,20658638,1292127,288095,6.25,22.3,11603026125,7300.51,Scheduled,Re-engagement,4637796,2725758
CMP15317,December Fixed Deposit Bonanza,Health Insurance,HNI Customers,Mumbai,Push Notification,2024-09-21,2024-10-27,288699,1154796,51114,8259,4.43,16.16,303113559,1048.93,Paused,Cross-sell,723667,1108682
CMP15318,August Senior Citizen FD Bonanza,Car Loan,HNI Customers,Ahmedabad,Call Center,2024-06-02,2024-08-29,1643597,14792373,1711204,125803,11.57,7.35,6000425691,3649.79,Active,Upsell,796507,438202
CMP15319,Instant Forex Card Promo,Home Loan,Low-Balance Customers,Coimbatore,SMS,2025-09-13,2025-11-29,3968663,19843315,505928,82509,2.55,16.31,1762887294,443.2,Scheduled,Acquisition,3973864,2746973
CMP15320,Pre-Approved Home Loan Drive,Credit Card,Healthcare Workers,Chandigarh,WhatsApp,2025-10-18,2026-01-10,1593272,23899080,2357566,559589,9.86,23.74,21342164871,13394.18,Cancelled,Re-engagement,1579473,2208265
CMP15321,Existing Exclusive Demat Account,NRI Account,Healthcare Workers,Chennai,Push Notification,2024-03-07,2024-05-25,3027674,15138370,676197,163053,4.47,24.11,2413510506,796.15,Active,Cross-sell,2777874,2914041
CMP15322,Gold Loan Flash Sale,Personal Loan,NRI Customers,Delhi NCR,SMS,2024-07-29,2024-09-11,3586552,35865520,1350390,163708,3.77,12.12,4620658300,1287.33,Completed,Re-engagement,611529,292225
CMP15323,Mutual Fund Special Offer,Credit Card Upgrade,First-Time Borrowers,Delhi NCR,Push Notification,2023-08-18,2023-09-28,4731753,14195259,816535,70611,5.75,8.65,2679122562,565.2,Active,Upsell,2480617,569164
CMP15324,Limited Period Forex Card,Personal Loan,Women Professionals,Lucknow,Email,2025-05-19,2025-07-23,2337587,23375870,2802141,190952,11.99,6.81,4567571840,1952.97,Cancelled,Upsell,1696109,1251372
CMP15325,Pune Home Loan Push,Credit Card,Women Professionals,Hyderabad,Email,2024-04-24,2024-05-28,3211285,28901565,600327,80743,2.08,13.45,617845436,191.4,Cancelled,Retention,1389089,158704
CMP15326,Current Account Flash Sale,Car Loan,Self-Employed,North India,SMS,2025-01-31,2025-04-16,3007802,45117030,2904853,456494,6.44,15.71,6781674864,2253.69,Cancelled,Upsell,159289,2473045
CMP15327,Pune Current Account Push,Current Account,Women Professionals,Pune,Push Notification,2025-12-12,2026-02-03,4284608,17138432,405667,69345,2.37,17.09,2110237695,491.52,Active,Retention,4392448,1533069
CMP15328,Navratri Personal Loan Offer,Car Loan,Self-Employed,Chandigarh,SMS,2025-09-14,2025-11-16,1074959,13974467,370896,30079,2.65,8.11,466495211,432.97,Active,Cross-sell,1777759,2508720
CMP15329,Mass Senior Citizen FD Campaign,Demat Account,High-Value Transactors,Mumbai,Email,2024-04-20,2024-05-25,376975,1507900,92214,19934,6.12,21.62,895216006,2373.74,Completed,Acquisition,2749870,851305
CMP15330,Limited Period Gold Loan,Credit Card Upgrade,Healthcare Workers,Ahmedabad,SMS,2025-10-09,2025-10-25,341202,4094424,238739,37181,5.83,15.57,236359617,691.73,Active,Re-engagement,2322945,1879209
CMP15331,Current Account Special Offer,Gold Loan,Healthcare Workers,Mumbai,Email,2024-06-01,2024-08-28,742478,5939824,250501,50057,4.22,19.98,716165499,963.56,Scheduled,Brand Awareness,2167199,788795
CMP15332,Q1 Senior Citizen FD Fest,Credit Card Upgrade,First-Time Borrowers,South India,Push Notification,2023-06-04,2023-07-05,4233183,46565013,2245737,438227,4.82,19.51,2977752465,702.43,Scheduled,Upsell,1137985,2334096
CMP15333,Pre-Approved Personal Loan Drive,EMI Card,SMB Owners,Coimbatore,Push Notification,2025-03-24,2025-05-14,703719,2111157,50945,11231,2.41,22.05,537897514,763.36,Active,Brand Awareness,2825604,959668
CMP15334,November Home Loan Bonanza,Fixed Deposit,SMB Owners,Bangalore,Email,2026-01-16,2026-02-25,4390496,17561984,822569,45767,4.68,5.56,1915623552,435.31,Scheduled,Upsell,4863108,961238
CMP15335,Credit Card Upgrade EMI Special,Forex Card,Premium Card Holders,East India,WhatsApp,2024-11-01,2025-01-14,2618005,10472020,1585832,80651,15.14,5.09,3023364037,1153.84,Scheduled,Re-engagement,3331610,92538
CMP15336,Bangalore NRI Account Push,Credit Card,HNI Customers,Nagpur,Push Notification,2026-02-21,2026-05-20,4995237,59942844,6845129,1358892,11.42,19.85,39452711436,7897.07,Scheduled,Acquisition,4120494,1879839
CMP15337,June Credit Card Bonanza,Credit Card,Mass Affluent,Chandigarh,Email,2023-09-24,2023-11-29,3653671,32883039,1649486,274041,5.02,16.61,3298905558,901.9,Active,Acquisition,2628164,794953
CMP15338,Q1 Personal Loan Fest,Prepaid Card,Retired Professionals,South India,WhatsApp,2023-03-05,2023-05-02,3375903,13503612,1315542,167386,9.74,12.72,4817536466,1426.04,Completed,Upsell,159923,84207
CMP15339,Home Loan Flash Sale,Forex Card,Healthcare Workers,Kochi,SMS,2026-02-20,2026-04-17,4716917,23584585,2215332,183573,9.39,8.29,2627113203,555.96,Paused,Retention,2305239,1340940
CMP15340,November Home Loan Bonanza,Prepaid Card,SMB Owners,Indore,SMS,2025-12-20,2026-01-08,3850348,19251740,256084,57352,1.33,22.4,2406891384,624.11,Scheduled,Cross-sell,1999714,1028562
CMP15341,Hyderabad Mutual Fund Push,Credit Card,Salaried Millennials,Chandigarh,Push Notification,2025-03-23,2025-05-06,3130507,18783042,1880591,290115,10.01,15.43,12573003870,4015.28,Completed,Retention,1361078,859844
CMP15342,Exclusive Gold Loan Deal,Demat Account,First-Time Borrowers,Pan India,SMS,2025-07-09,2025-08-01,2079771,16638168,1620424,390672,9.74,24.11,13833304848,6650.36,Cancelled,Brand Awareness,920012,1355735
CMP15343,HNI Exclusive Education Loan,Life Insurance,Existing Loan Customers,Coimbatore,WhatsApp,2023-07-31,2023-09-19,4008912,60133680,1922230,477845,3.2,24.86,14337261380,3575.35,Active,Brand Awareness,21247,1009481
CMP15344,Navratri Gold Loan Offer,Business Loan,SMB Owners,Kochi,WhatsApp,2024-10-14,2025-01-09,785714,3928570,163183,24961,4.15,15.3,712611589,905.96,Paused,Cross-sell,271257,210224
CMP15345,Current Account Flash Sale,Fixed Deposit,Low-Balance Customers,Hyderabad,SMS,2023-07-28,2023-09-24,2502707,32535191,3204605,378832,9.85,11.82,13915257024,5559.08,Active,Retention,1236368,2391899
CMP15346,Education Loan Flash Sale,Fixed Deposit,Government Employees,Nagpur,Push Notification,2026-02-12,2026-02-19,4729157,66208198,4730027,712656,7.14,15.07,6686851248,1412.96,Paused,Brand Awareness,1622368,413547
CMP15347,Exclusive Life Insurance Deal,Credit Card,HNI Customers,Nagpur,WhatsApp,2023-10-25,2023-11-14,1144174,14874262,318872,20605,2.14,6.46,178130225,154.68,Completed,Brand Awareness,673682,2529961
CMP15348,Credit Card Zero Cost,Life Insurance,IT Professionals,West India,WhatsApp,2023-07-06,2023-09-21,505893,2529465,138277,31511,5.47,22.79,718923465,1420.1,Scheduled,Retention,1758332,2806191
CMP15349,Premium Personal Loan Upgrade,Credit Card,Healthcare Workers,Pune,SMS,2023-12-16,2024-02-29,1614687,14532183,768861,117318,5.29,15.26,5095120740,3154.49,Completed,Acquisition,992613,1025960
CMP15350,Pune Demat Account Push,Savings Account,Senior Citizens,Indore,SMS,2025-05-19,2025-06-04,2995658,8986974,670357,149052,7.46,22.23,4678146072,1560.64,Completed,Acquisition,4038858,1664260
CMP15351,Health Insurance Special Offer,Gold Loan,NRI Customers,Chandigarh,Push Notification,2024-06-22,2024-08-02,2491448,7474344,687503,120818,9.2,17.57,4003062794,1605.72,Scheduled,Acquisition,433719,2157945
CMP15352,Pre-Approved Personal Loan Drive,Credit Card Upgrade,Existing Loan Customers,Bangalore,SMS,2023-07-25,2023-09-12,2475894,22283046,2263765,490215,10.16,21.65,2677064115,1080.25,Scheduled,Re-engagement,2258545,2578914
CMP15353,Gold Loan Zero Cost,Fixed Deposit,NRI Customers,Indore,Email,2024-04-13,2024-07-12,2430583,24305830,1098348,143740,4.52,13.09,3357622660,1380.41,Active,Brand Awareness,245695,306463
CMP15354,First-Time Exclusive Car Loan,Life Insurance,Self-Employed,Chennai,Call Center,2025-12-09,2026-01-04,2663694,21309552,1523912,333739,7.15,21.9,16559795441,6215.85,Cancelled,Upsell,2294924,970692
CMP15355,Limited Period NRI Account,Credit Card,Salaried Millennials,Coimbatore,Email,2023-09-05,2023-11-08,2060721,16485768,1170472,100424,7.1,8.58,4403692824,2135.97,Active,Re-engagement,1336558,1365806
CMP15356,Dussehra Education Loan Offer,Health Insurance,Government Employees,Hyderabad,WhatsApp,2023-12-13,2024-01-04,1578752,9472512,709212,69439,7.49,9.79,761051440,481.06,Scheduled,Cross-sell,4860206,1914721
CMP15357,Limited Period Personal Loan,Credit Card,Senior Citizens,South India,Push Notification,2026-03-02,2026-05-16,4711779,61253127,2006774,207475,3.28,10.34,3288893700,697.02,Paused,Brand Awareness,3090094,1316490
CMP15358,November Personal Loan Bonanza,Senior Citizen FD,Self-Employed,Kolkata,Email,2024-09-14,2024-11-26,1891052,5673156,667350,79687,11.76,11.94,974253262,514.19,Completed,Upsell,4810926,1369724
CMP15359,Premium NRI Account Upgrade,Current Account,HNI Customers,Hyderabad,Email,2025-07-27,2025-10-24,3799838,56997570,5961849,809369,10.46,13.58,31449651233,8275.58,Scheduled,Re-engagement,4157282,582653
CMP15360,Pre-Approved EMI Card Drive,Home Loan,HNI Customers,Delhi NCR,Call Center,2025-10-22,2026-01-16,2179594,32693910,2201116,476546,6.73,21.65,15774149146,7236.2,Cancelled,Upsell,2953129,1629635
CMP15361,Low-Balance Current Account Campaign,Business Loan,Low-Balance Customers,Kochi,Push Notification,2024-10-22,2024-11-08,4629192,13887576,1087963,79543,7.83,7.31,3174481587,684.75,Paused,Upsell,857674,2468960
CMP15362,Home Loan Special Offer,NRI Account,Salaried Millennials,Jaipur,WhatsApp,2025-03-14,2025-04-05,4735269,18941076,956924,126203,5.05,13.19,5673077256,1197.05,Paused,Retention,2943965,1280681
CMP15363,Limited Period Credit Card,Education Loan,Salaried Gen-Z,Pan India,SMS,2025-11-29,2026-01-05,3990871,11972613,733717,63253,6.13,8.62,2447321823,612.23,Paused,Cross-sell,2457948,1200845
CMP15364,Credit Card Zero Cost,Fixed Deposit,HNI Customers,Kochi,Call Center,2023-05-14,2023-07-24,2442694,21984246,1933995,435832,8.8,22.54,21109087088,8640.72,Completed,Brand Awareness,2153548,1757699
CMP15365,Health Insurance Flash Sale,Home Loan,Senior Citizens,Delhi NCR,Push Notification,2024-12-20,2025-01-20,699716,2798864,193380,31022,6.91,16.04,456550774,651.48,Paused,Cross-sell,2901798,464066
CMP15366,Pongal Life Insurance Offer,Prepaid Card,Salaried Millennials,Kochi,Push Notification,2023-05-24,2023-08-16,4253434,38280906,4554660,231143,11.9,5.07,8646828487,2031.91,Paused,Brand Awareness,2052935,754078
CMP15367,Students NRI Account Campaign,Credit Card Upgrade,Existing Loan Customers,West India,SMS,2025-01-11,2025-02-04,3070439,33774829,2273459,126037,6.73,5.54,6149975415,2001.96,Paused,Re-engagement,2321131,1921530
CMP15368,Exclusive Health Insurance Deal,Prepaid Card,Salaried Gen-Z,Pune,Push Notification,2024-07-05,2024-08-23,1593267,12746136,687682,119140,5.4,17.32,3846673180,2413.33,Active,Cross-sell,1187584,309828
CMP15369,Pre-Approved Fixed Deposit Drive,Life Insurance,Healthcare Workers,Ahmedabad,SMS,2023-12-16,2024-03-10,151505,1515050,123725,19804,8.17,16.01,445114704,2936.95,Completed,Retention,492243,1097748
CMP15370,Pre-Approved Mutual Fund Drive,Credit Card,IT Professionals,Kochi,Call Center,2023-03-10,2023-03-27,3444600,20667600,679934,140603,3.29,20.68,4323120441,1254.04,Active,Retention,1787419,503514
CMP15371,Credit Card Flash Sale,NRI Account,High-Value Transactors,Delhi NCR,Email,2023-06-28,2023-07-18,929970,10229670,566459,105674,5.54,18.66,2501831950,2689.23,Active,Cross-sell,4179980,2630428
CMP15372,Government Exclusive Car Loan,NRI Account,HNI Customers,Lucknow,SMS,2025-09-23,2025-11-04,2297471,9189884,401745,42308,4.37,10.53,567688744,246.09,Scheduled,Re-engagement,1550963,2885680
CMP15373,Exclusive Prepaid Card Deal,Personal Loan,Premium Card Holders,Kochi,WhatsApp,2023-05-01,2023-07-26,733290,8066190,632725,33160,7.84,5.24,1233485680,1681.13,Paused,Retention,2131184,1972171
CMP15374,Exclusive Credit Card Deal,Senior Citizen FD,Students,Bangalore,WhatsApp,2026-03-11,2026-03-21,3285960,26287680,3317845,213410,12.62,6.43,4072289620,1238.3,Scheduled,Brand Awareness,116209,949201
CMP15375,Christmas Life Insurance Offer,NRI Account,Low-Balance Customers,Jaipur,WhatsApp,2023-12-16,2024-01-02,1172207,11722070,1003287,189035,8.56,18.84,2763124595,2356.2,Cancelled,Upsell,4752699,2119286
CMP15376,Instant Fixed Deposit Promo,Gold Loan,Dormant Account Holders,Nagpur,Call Center,2025-06-12,2025-07-16,2688976,8066928,793555,62782,9.84,7.91,3100489070,1152.04,Paused,Retention,3502432,2929031
CMP15377,August NRI Account Bonanza,Business Loan,First-Time Borrowers,East India,Push Notification,2025-11-21,2025-12-07,3665650,54984750,4153071,998209,7.55,24.04,44319481391,12089.48,Completed,Acquisition,3796134,2890510
CMP15378,Premium Fixed Deposit Upgrade,Credit Card Upgrade,Dormant Account Holders,Chandigarh,WhatsApp,2023-12-08,2024-02-06,1846272,14770176,977674,69688,6.62,7.13,2247298624,1216.21,Paused,Re-engagement,3624233,2806641
CMP15379,SMB Exclusive Mutual Fund,Health Insurance,Dormant Account Holders,Indore,Call Center,2024-10-17,2024-12-14,3411281,34112810,3412910,645282,10.0,18.91,12071935656,3537.83,Paused,Upsell,4686964,229445
CMP15380,Credit Card EMI Special,Prepaid Card,Women Professionals,Kochi,SMS,2025-08-15,2025-10-09,565495,5089455,173129,18359,3.4,10.6,648513316,1145.81,Scheduled,Re-engagement,218546,1514311
CMP15381,Credit Card Upgrade Zero Cost,Forex Card,Mass Affluent,Kolkata,SMS,2023-05-29,2023-07-30,2596077,25960770,850894,68035,3.28,8.0,3279218965,1262.14,Cancelled,Upsell,1894104,309236
CMP15382,Limited Period Senior Citizen FD,Personal Loan,HNI Customers,Nagpur,SMS,2024-08-02,2024-08-17,316032,1580160,91296,8810,5.78,9.65,316525680,1000.56,Active,Cross-sell,2389582,1165583
CMP15383,Exclusive Forex Card Deal,Car Loan,IT Professionals,Coimbatore,Call Center,2024-11-21,2024-12-06,2091013,18819117,797726,80987,4.24,10.15,3409066778,1629.34,Active,Brand Awareness,2884475,1458820
CMP15384,Fixed Deposit Zero Cost,Prepaid Card,Salaried Gen-Z,Pune,Push Notification,2024-10-10,2024-12-02,1608517,24127755,384937,38214,1.6,9.93,1495772388,928.91,Completed,Brand Awareness,4724340,914064
CMP15385,Salaried Exclusive Current Account,Gold Loan,Healthcare Workers,Mumbai,Email,2025-08-24,2025-10-05,918763,10106393,839550,204062,8.31,24.31,9719268998,10577.65,Cancelled,Upsell,2589335,2156582
CMP15386,Credit Card EMI Special,Education Loan,Salaried Gen-Z,East India,WhatsApp,2025-09-08,2025-11-07,4994655,14983965,1337533,326494,8.93,24.41,2281213578,455.73,Paused,Cross-sell,3168779,1165317
CMP15387,Instant Education Loan Promo,Forex Card,IT Professionals,Bangalore,WhatsApp,2024-01-06,2024-03-10,2426500,9706000,779519,123618,8.03,15.86,4477691196,1844.33,Paused,Cross-sell,899042,1538034
CMP15388,Existing Exclusive Current Account,Forex Card,Dormant Account Holders,Coimbatore,WhatsApp,2025-08-02,2025-08-18,3400522,47607308,7212088,742639,15.15,10.3,11729983005,3448.47,Paused,Cross-sell,135492,709300
CMP15389,Navratri Savings Account Offer,Health Insurance,Government Employees,Nagpur,Call Center,2025-07-02,2025-09-17,571750,4002250,300072,50322,7.5,16.77,1981428750,3464.55,Cancelled,Acquisition,2155799,2793285
CMP15390,Limited Period Health Insurance,Gold Loan,Students,Delhi NCR,WhatsApp,2025-05-04,2025-05-30,2350326,21152934,2905533,192605,13.74,6.63,8845192020,3762.39,Cancelled,Re-engagement,4921419,2672915
CMP15391,October Gold Loan Bonanza,Life Insurance,IT Professionals,Delhi NCR,WhatsApp,2024-12-18,2025-01-26,4455731,17822924,686805,143786,3.85,20.94,2374050646,531.81,Scheduled,Retention,791681,309321
CMP15392,Savings Account Zero Cost,Demat Account,Salaried Millennials,Pan India,WhatsApp,2025-08-18,2025-10-13,3611290,54169350,5265081,326599,9.72,6.2,10497545058,2905.87,Active,Acquisition,3716136,2834949
CMP15393,Senior Exclusive Gold Loan,Health Insurance,Salaried Gen-Z,Mumbai,Push Notification,2026-02-09,2026-04-30,4681015,56172180,5961995,1327419,10.61,22.26,15046294365,3213.32,Cancelled,Cross-sell,3792818,2255829
CMP15394,Winter Life Insurance Fest,Personal Loan,High-Value Transactors,Chandigarh,SMS,2023-01-01,2023-01-19,605760,9086400,588727,136934,6.48,23.26,2492061866,4112.94,Completed,Brand Awareness,4701548,2721770
CMP15395,Mutual Fund Zero Cost,Education Loan,Healthcare Workers,East India,Call Center,2023-06-14,2023-08-07,481943,1927772,174254,32075,9.04,18.41,804505150,1668.3,Completed,Re-engagement,4110991,1379179
