metric_id,campaign_id,measurement_date,impressions,unique_impressions,clicks,unique_clicks,conversions,conversion_value,acquisition_cost,cost_per_click,cost_per_conversion,revenue_generated,profit,roi_score,roas,customer_acquisition_cost,lifetime_value_generated,attribution_model,benchmark_roi,performance_vs_benchmark
ROI42606,CMP16791,2024-09-26,8053867,5074403,976389,813777,133413,3767316294,2461271,2.52,18.45,5472467847,5470006576,222243.17,2223.43,18.45,36061400487,Linear,1.93,Above
ROI42607,CMP19175,2026-01-10,16381183,13926948,995951,776457,150855,2473267725,1458901,1.46,9.67,804660570,803201669,55055.26,551.55,9.67,28042134240,Last Click,3.81,At
ROI42608,CMP14025,2025-12-06,8085854,7032430,738900,595804,104586,2647908348,1078061,1.46,10.31,3452383860,3451305799,320140.12,3202.4,10.31,17429047728,Last Click,2.95,Above
ROI42609,CMP17219,2025-03-14,19594749,14516949,2232295,1954878,366932,15901732084,4918728,2.2,13.41,16238575660,16233656932,330037.7,3301.38,13.41,97350361988,Position Based,4.89,Above
ROI42610,CMP16838,2024-08-20,34264263,25236380,2450122,1827488,128011,4761113123,2573409,1.05,20.1,4923303060,4920729651,191214.44,1913.14,20.1,39362742445,First Click,2.92,Above
ROI42611,CMP19680,2024-01-12,49534304,39849495,2619839,2480232,532412,25370496624,4807906,1.84,9.03,12421704372,12416896466,258259.97,2583.6,9.03,134943548284,First Click,2.48,Below
ROI42612,CMP17272,2025-02-01,7247959,5494601,813040,701663,129736,6398968728,2332077,2.87,17.98,5323846496,5321514419,228187.77,2282.88,17.98,44787980864,Time Decay,2.56,Above
ROI42613,CMP17096,2026-02-15,20209579,16597166,1523924,1072394,91557,2687564178,2467152,1.62,26.95,1863734292,1861267140,75441.93,755.42,26.95,25040107044,Linear,2.38,At
ROI42614,CMP13751,2026-03-13,34119828,23782868,4028939,3507352,648849,28012109028,2842399,0.71,4.38,26299147668,26296305269,925144.76,9252.45,4.38,70505230038,Linear,2.88,At
ROI42615,CMP11699,2023-08-06,45693284,33420106,4702250,3873054,685496,20571049464,4763798,1.01,6.95,18429559960,18424796162,386766.95,3868.67,6.95,320115664064,Position Based,1.62,At
ROI42616,CMP17114,2024-10-08,27567813,16733535,1388369,1121173,135553,2415825566,4348636,3.13,32.08,4010471058,4006122422,92123.65,922.24,32.08,36321426350,Time Decay,4.92,Below
ROI42617,CMP15983,2024-06-20,3470241,2980039,384941,270891,82116,441209268,1107697,2.88,13.49,3712710708,3711603011,335073.85,3351.74,13.49,19224012528,Last Click,3.81,Below
ROI42618,CMP19554,2026-02-12,71959237,62070984,5075900,4110358,296455,12693610190,4858709,0.96,16.39,7422047380,7417188671,152657.6,1527.58,16.39,36663182760,Linear,2.32,Above
ROI42619,CMP15955,2025-01-25,1036835,637940,17204,16260,2194,108076440,85573,4.97,39.0,93962438,93876865,109703.84,1098.04,39.0,228055330,First Click,2.24,At
ROI42620,CMP10194,2025-08-29,19687272,12682872,1275967,929282,68961,1279157589,2303048,1.8,33.4,1714439421,1712136373,74342.19,744.42,33.4,10082443005,Position Based,3.53,At
ROI42621,CMP12054,2024-12-06,6052081,5179830,711932,645815,128621,945364350,622872,0.87,4.84,1830405451,1829782579,293765.43,2938.65,4.84,10189998725,Position Based,3.61,Below
ROI42622,CMP18003,2026-03-13,2790114,1832050,97486,73273,5748,110005224,498847,5.12,86.79,110936400,110437553,22138.56,222.39,86.79,2443250628,First Click,3.07,Below
ROI42623,CMP13069,2023-05-08,9620519,7003092,563855,531236,99133,2691560083,1498705,2.66,15.12,1095617916,1094119211,73004.31,731.04,15.12,43299014341,Time Decay,2.99,Above
ROI42624,CMP14204,2024-05-06,28109512,20475812,3190068,2960186,380365,5316741970,2112418,0.66,5.55,2952393130,2950280712,139663.68,1397.64,5.55,134108330970,Position Based,4.09,Below
ROI42625,CMP17687,2026-01-30,27436129,18746116,2449517,2062540,318849,7179522933,3744236,1.53,11.74,7823916762,7820172526,208858.96,2089.59,11.74,62585275965,Time Decay,1.84,At
ROI42626,CMP13276,2023-03-27,24611403,17540576,2148349,1679013,500249,22438668895,2496371,1.16,4.99,15527228711,15524732340,621892.03,6219.92,4.99,144926637541,First Click,4.1,At
ROI42627,CMP12546,2025-08-27,1965244,1493281,128141,107512,15082,231885750,645217,5.04,42.78,105332688,104687471,16225.16,163.25,42.78,796540748,First Click,4.61,Above
ROI42628,CMP15849,2025-11-06,2469728,1669031,113450,104242,22996,349884140,466860,4.12,20.3,870329612,869862752,186321.97,1864.22,20.3,8739100892,Last Click,2.52,At
ROI42629,CMP14470,2025-12-16,23048504,17345068,2375591,2067161,368610,16396141410,1843977,0.78,5.0,13673956560,13672112583,741447.02,7415.47,5.0,90772424160,Position Based,4.67,At
ROI42630,CMP14274,2023-06-28,62992967,39377348,4206782,2989298,487388,4024362716,4968603,1.18,10.19,18143505688,18138537085,365063.12,3651.63,10.19,140048504860,First Click,3.29,Above
ROI42631,CMP10134,2024-08-27,1665310,1025408,88910,75124,16616,758586864,440590,4.96,26.52,388382384,387941794,88050.52,881.51,26.52,2496088752,Time Decay,4.62,At
ROI42632,CMP16913,2025-03-18,32289181,25389735,1131248,978183,183415,2654565295,3137191,2.77,17.1,4462486950,4459349759,142144.67,1422.45,17.1,35592597825,Linear,1.77,Above
ROI42633,CMP18875,2025-07-29,11304787,7961161,1171188,1004023,72484,2956622360,4097566,3.5,56.53,2303758972,2299661406,56122.62,562.23,56.53,19460214384,Position Based,1.8,Below
ROI42634,CMP13074,2025-05-25,4083617,2500414,173567,137091,33226,945910994,1331086,7.67,40.06,1435396426,1434065340,107736.49,1078.36,40.06,6495716226,Time Decay,3.53,Above
ROI42635,CMP13275,2026-04-13,17584084,11898327,1797980,1538376,181287,5201124030,1590126,0.88,8.77,2086250796,2084660670,131100.34,1312.0,8.77,77873462433,Linear,4.35,Below
ROI42636,CMP15372,2023-10-16,9670883,7830255,401745,302920,42308,2097926796,2297471,5.72,54.3,567688744,565391273,24609.29,247.09,54.3,13397589744,Time Decay,3.65,Below
ROI42637,CMP14883,2024-12-04,5082994,3478110,510682,452073,113344,805535808,1030656,2.02,9.09,4891360320,4890329664,474487.09,4745.87,9.09,29061288256,Linear,2.42,At
ROI42638,CMP12084,2023-07-29,6905486,4569010,696370,590877,104619,3105091920,1854064,2.66,17.72,3039705045,3037850981,163848.23,1639.48,17.72,50526896859,First Click,2.37,At
ROI42639,CMP15349,2025-05-11,14850122,12228036,768861,722207,117318,5128673688,1614687,2.1,13.76,5095120740,5093506053,315448.51,3155.49,13.76,15547450632,Time Decay,2.31,Above
ROI42640,CMP11944,2024-03-18,11939782,9611195,1022450,960642,181952,3026953472,3816261,3.73,20.97,2659228480,2655412219,69581.51,696.82,20.97,30949671296,Last Click,1.51,Below
ROI42641,CMP16902,2023-05-27,30732907,23323613,1149837,1029134,227307,8041667046,2284278,1.99,10.05,4273598907,4271314629,186987.51,1870.88,10.05,43125593268,First Click,4.08,At
ROI42642,CMP18955,2023-10-05,19848002,16183399,1347772,1234252,83118,2942626554,4096495,3.04,49.29,1694692902,1690596407,41269.34,413.69,49.29,18842185656,Time Decay,2.41,Below
ROI42643,CMP11971,2024-07-16,13811291,10665821,246568,209918,48708,1732640976,2811473,11.4,57.72,1213998192,1211186719,43080.15,431.8,57.72,9998339868,Linear,4.37,Below
ROI42644,CMP16673,2023-12-22,9935119,8218289,509048,440032,30160,421666960,958181,1.88,31.77,1023811360,1022853179,106749.47,1068.49,31.77,3995747600,Linear,4.04,Above
ROI42645,CMP10625,2023-03-09,2212424,1457613,218720,162749,41484,683158512,350879,1.6,8.46,1974306528,1973955649,562574.46,5626.74,8.46,2353055448,Last Click,4.64,Above
ROI42646,CMP12180,2025-08-28,1448349,1247436,101454,86034,9182,115426922,113386,1.12,12.35,145911162,145797776,128585.34,1286.85,12.35,2968843606,First Click,3.09,Above
ROI42647,CMP16304,2024-02-06,23615639,15839852,2119152,1873701,433290,16895276970,4383826,2.07,10.12,19017964680,19013580854,433721.16,4338.21,10.12,176676597240,First Click,2.3,Below
ROI42648,CMP10875,2025-03-29,33349670,28182951,542079,385886,40269,264688137,3835708,7.08,95.25,1612169415,1608333707,41930.56,420.31,95.25,10447510167,Time Decay,3.96,Below
ROI42649,CMP11168,2025-05-23,39914421,34338073,2727310,2499309,672032,27344310048,4437848,1.63,6.6,7975675776,7971237928,179619.44,1797.19,6.6,95302201984,Linear,3.03,Below
ROI42650,CMP17172,2025-10-18,41733591,35508605,6004989,4225169,393167,7984435436,3286475,0.55,8.36,2617705886,2614419411,79550.87,796.51,8.36,183888137570,First Click,4.11,At
ROI42651,CMP16412,2026-01-10,53809315,42163369,2627177,2227932,644775,31965365400,3369197,1.28,5.23,15424952325,15421583128,457722.81,4578.23,5.23,141090955050,Linear,4.58,At
ROI42652,CMP11210,2026-01-16,35638355,22043734,5107117,4456407,1237048,47085758024,2983683,0.58,2.41,12919729312,12916745629,432912.8,4330.13,2.41,271570384488,First Click,1.62,Below
ROI42653,CMP18885,2023-09-20,34312242,22073064,3318282,3036039,592284,6645426480,4143898,1.25,7.0,23959664652,23955520754,578091.47,5781.91,7.0,105189046116,Last Click,2.22,At
ROI42654,CMP12013,2025-04-09,17121789,14002043,1803073,1594255,276905,4642035420,1487764,0.83,5.37,7483080720,7481592956,502874.98,5029.75,5.37,112466627180,First Click,1.84,At
ROI42655,CMP10932,2025-08-02,13998393,12042360,1732424,1509449,355915,3400055995,2163346,1.25,6.08,11078566205,11076402859,512003.3,5121.03,6.08,33222529760,Linear,2.9,Below
ROI42656,CMP11989,2024-07-22,27715922,19286840,1544093,1230673,98923,2564974467,4227893,2.74,42.74,2477130843,2472902950,58490.2,585.9,42.74,45887510933,Linear,3.4,At
ROI42657,CMP19599,2024-04-08,30410051,21741211,960778,890968,59834,1349017364,3108704,3.24,51.96,2026457912,2023349208,65086.58,651.87,51.96,19559375596,First Click,2.84,At
ROI42658,CMP10217,2025-09-14,21864697,15606717,1144328,927183,246101,6801985539,2909292,2.54,11.82,4825794509,4822885217,165775.22,1658.75,11.82,35177430839,Linear,3.21,At
ROI42659,CMP12715,2025-10-14,37473229,26614640,533544,463842,72327,2428596006,3768531,7.06,52.1,2477850693,2474082162,65651.1,657.51,52.1,4288195503,Position Based,2.6,At
ROI42660,CMP12448,2024-11-18,22323771,16832896,748762,597411,178619,1698845309,2641288,3.53,14.79,3803334367,3800693079,143895.44,1439.95,14.79,62474853154,Linear,2.21,At
ROI42661,CMP18416,2023-06-08,37447166,32197688,974270,762262,181205,7719695410,4156157,4.27,22.94,2261982015,2257825858,54324.85,544.25,22.94,43164299435,Last Click,3.2,Below
ROI42662,CMP15918,2023-01-14,35660925,28134853,3202141,2748210,515194,5650132598,3140361,0.98,6.1,17671154200,17668013839,562610.92,5627.11,6.1,222333001088,Last Click,4.22,Below
ROI42663,CMP11499,2026-04-19,20356163,13414280,1053239,907528,195775,2734976750,3763247,3.57,19.22,6561790675,6558027428,174265.13,1743.65,19.22,34738511775,Time Decay,3.78,Below
ROI42664,CMP19579,2024-04-06,5542096,3410555,95858,76362,21977,474329591,616065,6.43,28.03,946131827,945515762,153476.62,1535.77,28.03,6442513596,Linear,2.51,Below
ROI42665,CMP14700,2024-10-09,7240164,4679976,1119753,913091,270084,11136373572,1821994,1.63,6.75,8937889812,8936067818,490455.39,4905.55,6.75,36089704416,Position Based,4.84,Above
ROI42666,CMP19620,2023-05-08,7695737,5355506,282988,239787,29610,184292640,1347642,4.76,45.51,618730560,617382918,45812.09,459.12,45.51,8779157730,Linear,2.95,At
ROI42667,CMP11679,2023-11-27,12463152,9507154,381001,268180,65095,1520033345,3823007,10.03,58.73,1305219845,1301396838,34041.18,341.41,58.73,22906344645,Last Click,4.11,Below
ROI42668,CMP11599,2023-04-13,4611580,3163073,103528,87100,6373,177800327,431475,4.17,67.7,85359962,84928487,19683.29,197.83,67.7,1957078197,First Click,4.09,Above
ROI42669,CMP15329,2025-04-28,1566009,1306262,92214,82269,19934,349124076,376975,4.09,18.91,895216006,894839031,237373.57,2374.74,18.91,5243180218,Position Based,1.68,Above
ROI42670,CMP10947,2023-09-19,5452962,4522012,155187,115539,18522,302482782,754761,4.86,40.75,852549138,851794377,112856.17,1129.56,40.75,4013532180,Last Click,2.23,At
ROI42671,CMP18798,2023-03-26,31005925,18719792,1847427,1552365,438915,9598632135,2655301,1.44,6.05,11214717165,11212061864,422252.01,4223.52,6.05,130291478835,Linear,4.09,Above
ROI42672,CMP16245,2026-03-17,10104969,8903321,969225,806646,169588,7081146940,1282352,1.32,7.56,3216406008,3215123656,250720.84,2508.21,7.56,68526101512,Linear,4.33,Above
ROI42673,CMP12486,2025-03-24,16275926,9917908,2061184,1507439,457638,11917351158,2495303,1.21,5.45,15151478904,15148983601,607099.96,6072.0,5.45,42106814742,First Click,2.96,Below
ROI42674,CMP18388,2026-01-16,12526526,8029979,695661,550219,67207,2673696081,3478977,5.0,51.77,2897965840,2894486863,83199.37,832.99,51.77,31675196756,First Click,4.63,Above
ROI42675,CMP19686,2023-11-14,64303762,42902066,3128227,2492920,600052,27274163556,3937516,1.26,6.56,25786634648,25782697132,654796.0,6548.96,6.56,107850946272,First Click,4.85,Below
ROI42676,CMP14526,2025-03-10,56256949,38643975,2685144,2014007,574229,11137745684,4379046,1.63,7.63,24605138421,24600759375,561783.53,5618.84,7.63,52517261653,First Click,4.28,At
ROI42677,CMP18619,2023-05-26,13372750,10219211,228324,187802,26826,251064534,1721922,7.54,64.19,508486830,506764908,29430.19,295.3,64.19,11662362066,First Click,4.19,Above
ROI42678,CMP14937,2023-10-26,23066898,16112190,2398049,2232620,411247,9765471262,1972845,0.82,4.8,19090908234,19088935389,967584.14,9676.84,4.8,78129527554,First Click,4.88,At
ROI42679,CMP11981,2026-04-06,21727389,18565736,749168,574050,162449,6650012264,1445965,1.93,8.9,6659921653,6658475688,460486.64,4605.87,8.9,16975758051,First Click,3.07,Above
ROI42680,CMP19875,2023-09-09,14809729,10630579,1114093,927323,174127,4141262441,1100045,0.99,6.32,7389775753,7388675708,671670.31,6717.7,6.32,58526174224,Time Decay,3.65,Below
ROI42681,CMP10186,2025-12-07,18358506,15499856,1651968,1356292,107378,1377015472,1399764,0.85,13.04,1192003178,1190603414,85057.44,851.57,13.04,43001989794,Position Based,2.84,Below
ROI42682,CMP16975,2023-09-19,4600775,3321893,366357,280427,48550,2189944850,1686856,4.6,34.74,506764900,505078044,29941.98,300.42,34.74,4662256500,First Click,2.25,Below
ROI42683,CMP16482,2023-07-06,6681166,4065020,472521,364190,110748,3687576156,1799074,3.81,16.24,4778776200,4776977126,265524.22,2656.24,16.24,17918029668,Time Decay,4.64,At
ROI42684,CMP15782,2025-03-02,10783453,9593309,775449,719795,68923,1978572561,1727611,2.23,25.07,1001244421,999516810,57855.43,579.55,25.07,27823663716,Position Based,3.65,Below
ROI42685,CMP18778,2023-05-22,17390610,15314730,686497,486944,97231,1215970886,1945009,2.83,20.0,4139998749,4138053740,212752.42,2128.52,20.0,34824254960,Position Based,2.01,Above
ROI42686,CMP13384,2025-04-08,8941082,5767937,401037,306399,65066,1490922324,730060,1.82,11.22,3197668570,3196938510,437900.79,4380.01,11.22,14861074400,Last Click,2.43,Below
ROI42687,CMP16917,2023-03-08,15396732,9519839,786236,590655,83319,3479234802,1874333,2.38,22.5,1760613789,1758739456,93832.82,939.33,22.5,6866485428,Time Decay,4.67,At
ROI42688,CMP13133,2023-12-19,11634809,9868508,1697837,1213101,107210,4318633220,3854824,2.27,35.96,3689310520,3685455696,95606.33,957.06,35.96,28848066800,Linear,3.24,Above
ROI42689,CMP18147,2024-12-27,32026845,28797361,1508154,1120462,77078,777023318,4020372,2.67,52.16,1619331702,1615311330,40178.16,402.78,52.16,38044852942,Last Click,1.94,At
ROI42690,CMP12276,2023-10-01,18633721,15370419,1444108,1321776,346434,3255786732,2312250,1.6,6.67,12784453902,12782141652,552801.02,5529.01,6.67,118411487634,Time Decay,2.64,At
ROI42691,CMP13303,2025-09-01,19539952,16678386,1314404,1159278,104577,1807090560,2229278,1.7,21.32,1004775816,1002546538,44971.8,450.72,21.32,26421274473,First Click,2.41,Above
ROI42692,CMP19303,2025-02-03,11335833,9201856,1268076,1079562,278412,4499416332,1017201,0.8,3.65,10070718864,10069701663,989942.17,9900.42,3.65,25608614172,Time Decay,2.45,Below
ROI42693,CMP15855,2026-01-10,5250891,4331742,311074,285345,35147,1195173735,414630,1.33,11.8,246485911,246071281,59347.2,594.47,11.8,4214933681,First Click,3.34,Below
ROI42694,CMP12246,2024-01-31,65000000,56976859,4227246,3458130,736278,6690558186,4040275,0.96,5.49,20366185758,20362145483,503979.2,5040.79,5.49,266818311864,Time Decay,4.0,Above
ROI42695,CMP16933,2024-10-16,11511043,10045203,701485,542794,45262,1348400242,1172136,1.67,25.9,1305853962,1304681826,111308.06,1114.08,25.9,21366832340,Last Click,2.34,Above
ROI42696,CMP14806,2024-10-06,30029986,23996108,2306621,2088708,466945,16317859970,2282411,0.99,4.89,3626294870,3624012459,158780.01,1588.8,4.89,176879232945,Last Click,2.67,Below
ROI42697,CMP17233,2023-06-01,20633470,18206635,391080,349528,78360,2774805960,4928614,12.6,62.9,2319456000,2314527386,46961.02,470.61,62.9,24918009840,Time Decay,2.71,Above
ROI42698,CMP13783,2023-12-26,6130532,4629241,108339,94389,5792,106688640,1119080,10.33,193.21,112538560,111419480,9956.35,100.56,193.21,1831053920,Time Decay,1.79,At
ROI42699,CMP15605,2023-12-19,14270533,12763213,218530,198525,38875,954420125,1031171,4.72,26.53,475013625,473982454,45965.46,460.65,26.53,2945403250,Last Click,2.35,Below
ROI42700,CMP13073,2024-07-07,7373378,5224571,350811,304141,72319,3043328158,1221778,3.48,16.89,1567369687,1566147909,128185.96,1282.86,16.89,25842977693,Last Click,2.46,Above
ROI42701,CMP14417,2026-04-18,2855928,1817902,235109,206714,57732,1625040336,308511,1.31,5.34,2015712780,2015404269,653268.2,6533.68,5.34,14670913572,Linear,3.81,Above
ROI42702,CMP18626,2024-06-17,12397151,10619473,1047271,880230,152493,6111309468,3336479,3.19,21.88,6675228582,6671892103,199968.05,2000.68,21.88,9159034566,Position Based,1.87,Above
ROI42703,CMP10275,2025-11-30,40248679,27377802,2530117,2073351,442837,6823232496,2888890,1.14,6.52,3948777529,3945888639,136588.4,1366.88,6.52,62784544186,Last Click,3.14,Below
ROI42704,CMP14645,2025-09-19,14487474,9777082,1199943,968659,138758,3733839022,4492693,3.74,32.38,1118111964,1113619271,24787.34,248.87,32.38,45512346484,Linear,4.72,Below
ROI42705,CMP18823,2024-04-30,19830460,15198780,527872,494098,114032,5465895856,1692466,3.21,14.84,2716926432,2715233966,160430.64,1605.31,14.84,30169788336,Last Click,2.34,At
ROI42706,CMP15990,2023-12-01,14778923,12521945,1526137,1286484,243130,3531706380,2508963,1.64,10.32,8404274710,8401765747,334870.05,3349.7,10.32,112509623150,Position Based,1.72,At
ROI42707,CMP12111,2024-05-26,22252875,17950448,933178,819527,217878,3995664642,4821742,5.17,22.13,4439264250,4434442508,91967.64,920.68,22.13,15023777490,Last Click,2.62,Below
ROI42708,CMP18668,2025-06-12,19849774,15150116,958882,814739,71321,684396316,4385841,4.57,61.49,2405942614,2401556773,54757.04,548.57,61.49,22416332942,First Click,2.96,At
ROI42709,CMP14414,2025-10-12,5195934,3466044,419423,365875,77433,2073965472,363617,0.87,4.7,1135632378,1135268761,312215.53,3123.16,4.7,38360153334,Linear,3.85,At
ROI42710,CMP11669,2023-06-05,55729256,38434902,2040516,1742809,235600,6329865200,3844516,1.88,16.32,7419044000,7415199484,192877.32,1929.77,16.32,71264994800,First Click,3.09,Above
ROI42711,CMP10596,2024-03-30,16314914,12034747,1039931,917687,61392,1474206096,4014189,3.86,65.39,376885488,372871299,9288.83,93.89,65.39,4316041776,Position Based,3.97,Below
ROI42712,CMP19657,2023-11-10,40792060,29548639,6298583,5632306,1244504,44900459816,3856263,0.61,3.1,47431780952,47427924689,1229893.41,12299.93,3.1,596917632072,Time Decay,2.66,Below
ROI42713,CMP14657,2024-04-12,35559819,30726127,3476627,2766066,777438,17690601690,4226330,1.22,5.44,36760378392,36756152062,869694.32,8697.94,5.44,39985968654,Time Decay,3.99,At
ROI42714,CMP19559,2023-03-12,23672142,15913402,2003101,1421908,167088,6977260704,4542460,2.27,27.19,1373630448,1369087988,30139.79,302.4,27.19,28405962528,First Click,2.46,At
ROI42715,CMP13628,2024-09-05,7652621,6159849,686254,624947,68615,567034360,689683,1.0,10.05,2180378855,2179689172,316042.18,3161.42,10.05,29084457585,First Click,3.18,At
ROI42716,CMP10259,2023-02-18,14830352,11984725,1167608,1048237,174853,3487967644,3119594,2.67,17.84,3286711841,3283592247,105257.04,1053.57,17.84,19035022139,Last Click,3.34,Above
ROI42717,CMP14323,2024-06-14,15056262,10757716,1217708,1104462,297759,4286836323,3556959,2.92,11.95,7636327314,7632770355,214586.96,2146.87,11.95,73478881707,Last Click,3.73,Below
ROI42718,CMP13147,2025-12-19,28232274,22135910,3301614,2581323,772729,9560975917,3028689,0.92,3.92,18875451283,18872422594,623121.84,6232.22,3.92,204348956779,First Click,2.83,Below
ROI42719,CMP11339,2025-07-07,58923686,51017808,1431921,1184001,177580,5781649640,4877933,3.41,27.47,4448379000,4443501067,91093.93,911.94,27.47,48688706820,First Click,2.85,Above
ROI42720,CMP10354,2025-04-12,23161315,14875231,686974,510414,67194,642374640,3056524,4.45,45.49,735505524,732449000,23963.46,240.63,45.49,5622054786,Last Click,3.84,Below
ROI42721,CMP13356,2024-03-29,2582692,1832788,52155,36915,11335,60653585,379757,7.28,33.5,307643235,307263478,80910.55,810.11,33.5,4334821380,Linear,3.76,At
ROI42722,CMP17689,2025-04-24,30969738,27446247,1496858,1322167,228727,11246277863,2441792,1.63,10.68,6152527573,6150085781,251867.72,2519.68,10.68,73374477965,First Click,1.72,Below
ROI42723,CMP15798,2023-04-27,17329261,14129410,2833875,2168305,150012,4207386564,4632929,1.63,30.88,4991649300,4987016371,107642.84,1077.43,30.88,68926313664,Time Decay,2.38,At
ROI42724,CMP13695,2023-01-28,31089150,20826481,1274304,1197718,152390,1119152160,2250891,1.77,14.77,2216360160,2214109269,98365.9,984.66,14.77,53810737680,Last Click,4.04,Below
ROI42725,CMP13280,2025-11-19,11670314,7153160,1011101,896702,175324,3355175388,1515502,1.5,8.64,2228368040,2226852538,146938.28,1470.38,8.64,45442402884,Linear,3.15,Below
ROI42726,CMP10589,2024-10-13,16984102,11838558,462616,424002,32802,618580116,1626365,3.52,49.58,612544548,610918183,37563.41,376.63,49.58,3421051788,First Click,1.72,At
ROI42727,CMP17767,2024-12-29,10867298,9330201,379534,300587,79898,2180176726,714036,1.88,8.94,3285006270,3284292234,459961.72,4600.62,8.94,4617704910,Linear,1.57,Above
ROI42728,CMP16203,2024-11-10,16064182,14099535,1685150,1306920,207106,2054491520,2220492,1.32,10.72,8705493604,8703273112,391952.46,3920.52,10.72,18442789300,Time Decay,4.19,At
ROI42729,CMP19371,2023-01-04,59316390,40022798,5482893,4381968,1016654,33840345044,4038206,0.74,3.97,43253544430,43249506224,1071007.92,10711.08,3.97,175627995154,Position Based,4.21,At
ROI42730,CMP13487,2025-03-26,29555144,20798891,1408883,1044179,208875,1063173750,2995051,2.13,14.34,3586174875,3583179824,119636.69,1197.37,14.34,102873861750,Last Click,2.37,Above
ROI42731,CMP16939,2024-10-11,59333144,48244374,4833548,4373231,659039,27649981245,4604959,0.95,6.99,20457888638,20453283679,444157.78,4442.58,6.99,221833845478,Time Decay,4.22,Below
ROI42732,CMP19630,2025-07-03,30387219,24525853,1581347,1205789,234569,9894354989,2375492,1.5,10.13,7254515463,7252139971,305290.02,3053.9,10.13,65608245593,Linear,1.72,Above
ROI42733,CMP14496,2025-01-26,13142292,10765935,1115281,1058182,223733,8035370695,2821306,2.53,12.61,5022582117,5019760811,177923.3,1780.23,12.61,19716246892,First Click,3.29,At
ROI42734,CMP17653,2023-03-31,10337761,7512774,220473,168325,48555,1472915925,1388063,6.3,28.59,1749145320,1747757257,125913.4,1260.13,28.59,19358538615,Linear,2.33,Above
ROI42735,CMP10261,2024-05-25,11732085,9081958,833563,663422,68909,2249534305,880260,1.06,12.77,1317540080,1316659820,149576.24,1496.76,12.77,6239227587,First Click,2.29,At
ROI42736,CMP17567,2023-01-25,16670882,12466210,2043328,1745985,305743,9126428550,2615946,1.28,8.56,11699255895,11696639949,447128.49,4472.28,8.56,151426558582,Last Click,4.18,Below
ROI42737,CMP17459,2024-04-04,6502220,5646184,259482,206655,14762,91775354,2238068,8.63,151.61,414428388,412190320,18417.24,185.17,151.61,4707985612,Time Decay,3.07,At
ROI42738,CMP11806,2023-09-04,9202979,6638801,1198209,987412,134928,5627577024,1594548,1.33,11.82,1713990384,1712395836,107390.67,1074.91,11.82,19161125280,Position Based,4.83,At
ROI42739,CMP14086,2025-12-09,12596569,10997877,278006,247955,27756,873786636,3263904,11.74,117.59,1322101548,1318837644,40406.75,405.07,117.59,12431496060,Position Based,2.35,At
ROI42740,CMP19817,2025-11-22,9227233,7573037,793141,738811,143637,6769037262,1135902,1.43,7.91,4841859633,4840723731,426156.81,4262.57,7.91,34101291081,Linear,3.76,Above
ROI42741,CMP17873,2023-12-02,59984796,39059535,6474292,5789617,1022141,39029431944,4379418,0.68,4.28,40069971482,40065592064,914861.11,9149.61,4.28,338967509125,Last Click,4.42,At
ROI42742,CMP10994,2024-03-05,7527423,5041586,551981,521599,33662,1297064184,796777,1.44,23.67,517654236,516857459,64868.52,649.69,23.67,13796067742,Linear,2.67,Above
ROI42743,CMP19423,2025-10-16,12506529,10203111,963486,684168,202227,7457525079,1404636,1.46,6.95,6659739564,6658334928,474025.65,4741.26,6.95,29397132309,Last Click,1.88,Above
ROI42744,CMP19534,2024-07-22,38730663,30324340,5633032,4465880,386445,9999264375,3482267,0.62,9.01,2274228825,2270746558,65208.86,653.09,9.01,113662749180,Time Decay,1.64,Below
ROI42745,CMP12117,2024-02-11,43035674,27831526,2492821,2104821,158408,1170318304,4523310,1.81,28.55,4466630376,4462107066,98646.94,987.47,28.55,55155923112,Time Decay,1.82,At
ROI42746,CMP13504,2026-02-08,20418259,12430348,346733,289161,75020,1554264360,3210234,9.26,42.79,1264011980,1260801746,39274.45,393.74,42.79,18151539120,Last Click,3.9,Below
ROI42747,CMP17672,2023-07-22,15887201,14276607,986357,753518,152606,5478097582,1426690,1.45,9.35,3018851892,3017425202,211498.31,2115.98,9.35,25358539020,Linear,1.53,Below
ROI42748,CMP13420,2023-10-02,3699927,2643465,85648,76156,20872,678987032,1330174,15.53,63.73,1012062408,1010732234,75984.96,760.85,63.73,4407853320,Position Based,1.77,Below
ROI42749,CMP17935,2024-01-01,43450094,27120063,1735685,1323396,124555,2034107705,4530980,2.61,36.38,1303468075,1298937095,28667.91,287.68,36.38,47212572750,First Click,1.71,At
ROI42750,CMP10483,2024-11-27,33693965,20832312,2937363,2553996,555934,16887051184,2770880,0.94,4.98,27477593884,27474823004,991555.86,9916.56,4.98,254547724316,Time Decay,2.72,At
ROI42751,CMP11658,2023-02-11,41044329,36278549,1731214,1572057,126233,2368004847,3327757,1.92,26.36,2642056690,2638728933,79294.52,793.95,26.36,9820422468,Last Click,3.7,Above
ROI42752,CMP13924,2024-01-08,10293614,7154340,526538,379170,44273,967984872,2359077,4.48,53.28,725280286,722921209,30644.24,307.44,53.28,3473261123,First Click,4.54,Below
ROI42753,CMP18320,2024-02-10,2230139,1397140,140522,105288,26288,777756768,524546,3.73,19.95,1270236160,1269711614,242059.15,2421.59,19.95,1540476800,Time Decay,3.2,Below
