qa_id,campaign_id,qa_date,tone_consistency,cta_alignment,compliance_status,brand_guidelines_check,disclaimer_present,regulatory_compliance,mismatch_reason,overall_qa_score,channels_reviewed,issues_found,critical_issues,reviewer_notes,approval_status,revision_count,time_to_approve_hours
QA52468,CMP16188,2025-11-05,Warning,Pass,Fail,Pass,True,Fail,Terms and conditions unclear,29.2,3,4,2,Needs revision,Rejected,0,23
QA52469,CMP15579,2025-07-06,Pass,Pass,Pass,Pass,False,Pass,,78.9,3,0,0,Approved,Approved,1,52
QA52470,CMP16075,2024-09-13,Pass,Pass,Pass,Pass,True,Pass,,92.4,3,0,0,Approved,Approved,2,50
QA52471,CMP15117,2024-10-11,Pass,Pass,Pass,Pass,True,Pass,,78.5,2,0,0,Approved,Approved,1,54
QA52472,CMP12556,2026-02-24,Pass,Pass,Pass,Pass,False,Pass,,91.7,2,0,0,Approved,Approved,1,12
QA52473,CMP13047,2024-02-14,Pass,Pass,Pass,Pass,True,Pass,,70.8,2,0,0,Approved,Approved,0,28
QA52474,CMP13020,2023-08-14,Warning,Pass,Warning,Pass,False,Fail,Product name variation,29.9,2,4,0,Minor fixes required,Conditional,0,49
QA52475,CMP14680,2026-02-28,Fail,Fail,Fail,Warning,True,Fail,Interest rate not compliant,13.2,4,5,1,Needs revision,Rejected,0,49
QA52476,CMP12399,2023-05-08,Pass,Pass,Pass,Pass,True,Pass,,45.4,3,0,0,Approved,Conditional,3,65
QA52477,CMP11029,2025-01-12,Pass,Pass,Pass,Pass,False,Pass,,94.3,3,0,0,Approved,Approved,1,60
QA52478,CMP12407,2024-02-19,Pass,Pass,Pass,Pass,True,Warning,,36.1,3,0,0,Approved,Conditional,0,32
QA52479,CMP15752,2025-05-18,Pass,Pass,Pass,Pass,True,Pass,,68.4,4,0,0,Approved,Approved,1,53
QA52480,CMP12358,2023-07-21,Pass,Pass,Pass,Pass,True,Pass,,69.9,3,0,0,Approved,Approved,2,60
QA52481,CMP13878,2026-03-02,Warning,Fail,Warning,Warning,True,Fail,Contact information different,8.5,5,1,0,Minor fixes required,Conditional,2,4
QA52482,CMP19054,2025-02-05,Warning,Fail,Warning,Warning,True,Fail,Interest rate not compliant,2.9,3,0,0,Minor fixes required,Conditional,0,28
QA52483,CMP10557,2023-05-20,Pass,Pass,Pass,Pass,True,Pass,,44.4,2,0,0,Approved,Conditional,1,64
QA52484,CMP15058,2025-11-04,Warning,Fail,Fail,Warning,True,Fail,Interest rate not compliant,19.2,5,1,0,Needs revision,Rejected,1,49
QA52485,CMP18070,2024-02-10,Pass,Pass,Pass,Pass,True,Pass,,44.0,5,0,0,Approved,Conditional,2,11
QA52486,CMP15654,2023-12-23,Warning,Fail,Warning,Fail,False,Warning,CTA differs across channels,0.7,3,5,0,Minor fixes required,Conditional,0,14
QA52487,CMP18646,2025-08-14,Pass,Pass,Pass,Pass,True,Pass,,84.2,4,0,0,Approved,Approved,3,59
QA52488,CMP13528,2023-02-13,Fail,Pass,Fail,Pass,True,Warning,Font/formatting issues,26.5,2,3,2,Needs revision,Rejected,2,3
QA52489,CMP18264,2024-08-12,Pass,Pass,Pass,Pass,False,Pass,,75.6,2,0,0,Approved,Approved,2,27
QA52490,CMP13400,2024-07-03,Pass,Pass,Pass,Pass,True,Pass,,46.3,4,0,0,Approved,Conditional,2,43
QA52491,CMP13840,2024-01-09,Pass,Pass,Pass,Pass,True,Pass,,86.5,4,0,0,Approved,Approved,3,60
QA52492,CMP17078,2025-12-06,Pass,Pass,Pass,Pass,True,Pass,,61.5,5,0,0,Approved,Approved,2,13
QA52493,CMP13971,2024-10-26,Pass,Pass,Pass,Pass,False,Warning,,38.6,3,0,0,Approved,Conditional,3,11
QA52494,CMP19723,2024-06-10,Warning,Fail,Fail,Pass,True,Warning,Disclaimer missing,22.7,2,1,2,Needs revision,Rejected,2,54
QA52495,CMP19231,2023-01-30,Pass,Pass,Pass,Pass,True,Pass,,73.0,2,0,0,Approved,Approved,3,19
QA52496,CMP12370,2026-02-23,Fail,Warning,Fail,Pass,True,Fail,Aggressive wording detected,22.5,2,4,1,Needs revision,Rejected,2,57
QA52497,CMP12643,2024-10-03,Pass,Pass,Pass,Pass,True,Pass,,85.3,4,0,0,Approved,Approved,2,27
QA52498,CMP18592,2023-11-05,Fail,Fail,Fail,Fail,False,Warning,Font/formatting issues,19.7,3,3,2,Needs revision,Rejected,3,25
QA52499,CMP16236,2025-12-04,Fail,Warning,Warning,Warning,True,Fail,Product name variation,9.4,5,2,0,Minor fixes required,Conditional,3,68
QA52500,CMP19409,2025-04-03,Pass,Pass,Pass,Pass,True,Pass,,95.3,5,0,0,Approved,Approved,1,38
QA52501,CMP15661,2024-11-29,Pass,Pass,Pass,Pass,True,Pass,,57.6,4,0,0,Approved,Approved,0,20
QA52502,CMP16325,2023-02-20,Fail,Fail,Warning,Fail,True,Fail,Brand guidelines violation,6.7,3,5,0,Minor fixes required,Conditional,3,11
QA52503,CMP11718,2023-10-10,Pass,Pass,Pass,Pass,True,Pass,,40.3,2,0,0,Approved,Conditional,2,38
QA52504,CMP14243,2023-03-12,Warning,Fail,Fail,Warning,True,Warning,Regulatory language missing,1.4,5,5,0,Needs revision,Rejected,2,24
QA52505,CMP16873,2023-12-23,Fail,Pass,Fail,Pass,True,Fail,Offer amount inconsistent,25.1,2,3,0,Needs revision,Rejected,1,55
QA52506,CMP18388,2023-08-10,Pass,Pass,Pass,Pass,False,Pass,,69.1,5,0,0,Approved,Approved,1,5
QA52507,CMP12258,2023-12-26,Fail,Fail,Fail,Warning,True,Fail,Font/formatting issues,14.4,3,0,2,Needs revision,Rejected,0,17
QA52508,CMP19724,2026-01-05,Pass,Pass,Pass,Pass,True,Pass,,86.0,2,0,0,Approved,Approved,3,21
QA52509,CMP11058,2024-03-28,Pass,Pass,Pass,Pass,True,Pass,,54.7,3,0,0,Approved,Approved,0,18
QA52510,CMP18558,2025-07-13,Warning,Warning,Fail,Fail,True,Warning,Offer amount inconsistent,15.6,2,5,2,Needs revision,Rejected,0,16
QA52511,CMP11631,2026-04-11,Fail,Pass,Warning,Pass,True,Warning,Offer amount inconsistent,27.0,2,3,0,Minor fixes required,Conditional,3,35
QA52512,CMP14413,2024-09-28,Pass,Pass,Pass,Pass,False,Pass,,57.2,5,0,0,Approved,Approved,0,6
QA52513,CMP17814,2023-05-19,Warning,Warning,Warning,Fail,False,Fail,Regulatory language missing,17.5,4,3,0,Minor fixes required,Conditional,0,18
QA52514,CMP19082,2026-02-12,Pass,Pass,Pass,Pass,True,Pass,,52.2,3,0,0,Approved,Approved,2,42
QA52515,CMP10731,2023-04-28,Pass,Pass,Warning,Pass,False,Fail,CTA differs across channels,33.4,4,0,0,Minor fixes required,Conditional,0,60
QA52516,CMP18395,2025-10-04,Pass,Pass,Pass,Pass,False,Warning,,36.6,5,0,0,Approved,Conditional,3,12
QA52517,CMP15973,2026-02-08,Fail,Fail,Fail,Fail,False,Fail,Product name variation,9.0,2,5,0,Needs revision,Rejected,3,57
QA52518,CMP16470,2026-04-13,Pass,Pass,Pass,Pass,True,Pass,,93.0,5,0,0,Approved,Approved,0,4
QA52519,CMP18167,2023-07-15,Pass,Pass,Pass,Pass,False,Pass,,95.6,4,0,0,Approved,Approved,2,38
QA52520,CMP11699,2025-04-03,Warning,Warning,Fail,Fail,True,Warning,Offer amount inconsistent,0.7,2,3,0,Needs revision,Rejected,0,13
QA52521,CMP11084,2024-10-07,Pass,Pass,Pass,Pass,True,Pass,,94.8,3,0,0,Approved,Approved,2,20
QA52522,CMP16375,2024-10-18,Pass,Pass,Pass,Pass,True,Pass,,41.8,4,0,0,Approved,Conditional,0,12
QA52523,CMP13704,2024-01-02,Warning,Warning,Warning,Warning,True,Fail,Disclaimer missing,5.0,4,5,0,Minor fixes required,Conditional,0,21
QA52524,CMP13174,2023-11-02,Pass,Pass,Pass,Pass,True,Pass,,48.7,5,0,0,Approved,Conditional,2,36
QA52525,CMP16046,2023-01-19,Pass,Pass,Pass,Pass,False,Pass,,82.3,3,0,0,Approved,Approved,2,33
QA52526,CMP16512,2023-04-30,Pass,Pass,Pass,Pass,True,Pass,,67.6,3,0,0,Approved,Approved,1,29
QA52527,CMP19577,2023-02-07,Pass,Pass,Pass,Pass,False,Pass,,69.6,3,0,0,Approved,Approved,0,17
QA52528,CMP18829,2023-05-03,Pass,Pass,Pass,Pass,False,Pass,,45.6,5,0,0,Approved,Conditional,2,51
QA52529,CMP13294,2025-05-17,Pass,Pass,Pass,Pass,False,Pass,,70.6,3,0,0,Approved,Approved,1,15
QA52530,CMP10893,2026-03-18,Pass,Pass,Fail,Pass,True,Warning,Expiry date mismatch,31.2,5,2,0,Needs revision,Rejected,0,36
QA52531,CMP19418,2024-07-23,Warning,Fail,Fail,Fail,True,Warning,CTA differs across channels,4.8,4,3,2,Needs revision,Rejected,3,11
QA52532,CMP15635,2025-01-14,Fail,Pass,Warning,Pass,True,Warning,Expiry date mismatch,26.5,3,4,0,Minor fixes required,Conditional,0,15
QA52533,CMP19019,2025-12-05,Warning,Fail,Fail,Warning,True,Fail,Disclaimer missing,10.7,5,3,2,Needs revision,Rejected,3,62
QA52534,CMP11754,2024-08-03,Pass,Pass,Pass,Pass,True,Pass,,45.8,3,0,0,Approved,Conditional,0,20
QA52535,CMP12775,2023-09-13,Pass,Pass,Pass,Pass,True,Pass,,88.2,2,0,0,Approved,Approved,0,66
QA52536,CMP12648,2024-09-25,Pass,Pass,Pass,Pass,True,Pass,,81.7,2,0,0,Approved,Approved,0,52
QA52537,CMP15196,2025-08-25,Pass,Pass,Pass,Pass,True,Pass,,94.7,2,0,0,Approved,Approved,1,10
QA52538,CMP16690,2025-10-29,Pass,Pass,Pass,Pass,True,Pass,,40.8,4,0,0,Approved,Conditional,1,56
QA52539,CMP11809,2024-06-22,Warning,Fail,Fail,Fail,True,Fail,Terms and conditions unclear,0.9,5,1,1,Needs revision,Rejected,0,34
QA52540,CMP18237,2024-07-28,Warning,Fail,Warning,Fail,True,Fail,Product name variation,2.9,5,4,0,Minor fixes required,Conditional,1,22
QA52541,CMP10249,2025-08-01,Pass,Pass,Pass,Pass,True,Warning,,38.9,2,0,0,Approved,Conditional,3,44
QA52542,CMP19482,2024-06-16,Pass,Pass,Pass,Pass,True,Pass,,61.4,4,0,0,Approved,Approved,2,55
QA52543,CMP13320,2025-12-04,Pass,Pass,Pass,Pass,True,Pass,,71.2,3,0,0,Approved,Approved,2,48
QA52544,CMP17979,2025-04-10,Pass,Pass,Pass,Pass,True,Fail,,39.7,4,0,0,Approved,Conditional,2,45
QA52545,CMP15946,2025-10-03,Pass,Pass,Pass,Pass,False,Pass,,55.5,5,0,0,Approved,Approved,2,42
QA52546,CMP12545,2025-03-23,Warning,Fail,Warning,Warning,True,Fail,Interest rate not compliant,15.0,4,5,0,Minor fixes required,Conditional,1,41
QA52547,CMP15932,2024-01-20,Pass,Pass,Pass,Pass,True,Pass,,40.8,2,0,0,Approved,Conditional,1,38
QA52548,CMP13331,2025-10-22,Pass,Pass,Pass,Pass,False,Pass,,81.8,4,0,0,Approved,Approved,1,5
QA52549,CMP14024,2026-04-11,Pass,Pass,Pass,Pass,True,Pass,,44.2,4,0,0,Approved,Conditional,0,38
QA52550,CMP10291,2024-06-06,Fail,Warning,Warning,Fail,False,Warning,Terms and conditions unclear,1.7,4,0,0,Minor fixes required,Conditional,1,10
QA52551,CMP16325,2023-10-31,Fail,Fail,Warning,Fail,True,Warning,Terms and conditions unclear,15.0,4,2,0,Minor fixes required,Conditional,3,24
QA52552,CMP12075,2025-08-02,Pass,Pass,Pass,Pass,True,Pass,,90.4,3,0,0,Approved,Approved,2,6
QA52553,CMP15889,2026-02-12,Warning,Fail,Warning,Warning,False,Fail,CTA differs across channels,12.6,5,0,0,Minor fixes required,Conditional,1,61
QA52554,CMP13917,2023-05-10,Fail,Fail,Warning,Warning,True,Fail,Brand guidelines violation,16.3,3,3,0,Minor fixes required,Conditional,2,40
QA52555,CMP12900,2024-08-07,Fail,Fail,Fail,Warning,True,Warning,Contact information different,6.4,2,0,0,Needs revision,Rejected,1,12
QA52556,CMP10827,2025-05-17,Pass,Pass,Pass,Pass,True,Pass,,95.5,2,0,0,Approved,Approved,1,67
QA52557,CMP19753,2026-02-26,Pass,Pass,Pass,Pass,True,Pass,,81.4,2,0,0,Approved,Approved,1,12
QA52558,CMP11886,2024-01-19,Fail,Pass,Fail,Pass,True,Warning,Offer amount inconsistent,29.7,5,4,0,Needs revision,Rejected,0,33
QA52559,CMP15910,2024-03-12,Warning,Fail,Fail,Pass,True,Warning,Product name variation,24.6,5,3,1,Needs revision,Rejected,3,31
QA52560,CMP10246,2025-04-28,Warning,Warning,Warning,Fail,False,Warning,Terms and conditions unclear,2.5,3,0,0,Minor fixes required,Conditional,1,34
QA52561,CMP17944,2024-12-25,Pass,Pass,Pass,Pass,True,Pass,,58.2,3,0,0,Approved,Approved,3,50
QA52562,CMP15349,2025-04-09,Pass,Pass,Pass,Pass,True,Pass,,88.6,4,0,0,Approved,Approved,0,37
QA52563,CMP14786,2025-02-10,Pass,Pass,Pass,Pass,True,Pass,,62.0,2,0,0,Approved,Approved,2,55
QA52564,CMP16211,2025-09-21,Pass,Pass,Pass,Pass,True,Pass,,78.2,5,0,0,Approved,Approved,1,39
QA52565,CMP15909,2025-04-22,Pass,Pass,Pass,Pass,False,Fail,,35.3,3,0,0,Approved,Conditional,1,16
QA52566,CMP13124,2024-11-07,Pass,Pass,Pass,Pass,True,Pass,,75.8,5,0,0,Approved,Approved,1,35
QA52567,CMP12431,2024-02-21,Pass,Pass,Pass,Pass,True,Pass,,63.3,2,0,0,Approved,Approved,1,32
QA52568,CMP16295,2026-01-17,Pass,Pass,Pass,Pass,True,Pass,,47.1,5,0,0,Approved,Conditional,3,39
QA52569,CMP12671,2024-03-14,Pass,Pass,Pass,Pass,True,Pass,,44.6,5,0,0,Approved,Conditional,0,43
QA52570,CMP14305,2023-08-16,Pass,Pass,Pass,Pass,True,Pass,,42.8,3,0,0,Approved,Conditional,2,31
QA52571,CMP17612,2023-07-05,Pass,Pass,Pass,Pass,True,Pass,,58.3,2,0,0,Approved,Approved,1,15
QA52572,CMP19734,2025-10-30,Pass,Pass,Fail,Pass,True,Warning,Contact information different,34.2,2,4,2,Needs revision,Rejected,0,16
QA52573,CMP12401,2024-09-08,Pass,Pass,Pass,Pass,True,Pass,,100.0,5,0,0,Approved,Approved,0,61
QA52574,CMP10028,2023-12-08,Fail,Pass,Warning,Pass,True,Fail,Product name variation,28.8,4,2,0,Minor fixes required,Conditional,1,17
QA52575,CMP15484,2023-12-26,Warning,Pass,Warning,Pass,True,Warning,Terms and conditions unclear,28.8,5,2,0,Minor fixes required,Conditional,1,40
QA52576,CMP19992,2024-06-02,Fail,Warning,Fail,Pass,True,Warning,Disclaimer missing,21.4,4,5,0,Needs revision,Rejected,3,65
QA52577,CMP14231,2025-08-07,Warning,Pass,Fail,Pass,True,Fail,Terms and conditions unclear,29.7,4,5,0,Needs revision,Rejected,3,9
QA52578,CMP18421,2025-08-11,Warning,Pass,Fail,Pass,True,Warning,Disclaimer missing,28.1,2,3,1,Needs revision,Rejected,1,29
QA52579,CMP15133,2024-09-01,Fail,Fail,Warning,Fail,True,Fail,Interest rate not compliant,14.1,2,2,0,Minor fixes required,Conditional,1,47
QA52580,CMP14895,2025-09-19,Pass,Pass,Pass,Pass,True,Pass,,70.0,3,0,0,Approved,Approved,2,35
QA52581,CMP10869,2025-06-11,Fail,Warning,Fail,Fail,True,Warning,Font/formatting issues,8.4,3,4,2,Needs revision,Rejected,2,12
QA52582,CMP16968,2024-09-01,Warning,Warning,Warning,Warning,True,Warning,Aggressive wording detected,17.5,3,3,0,Minor fixes required,Conditional,3,41
QA52583,CMP13005,2024-05-21,Pass,Pass,Pass,Pass,True,Warning,,36.0,5,0,0,Approved,Conditional,0,14
QA52584,CMP13498,2023-05-29,Pass,Pass,Pass,Pass,True,Pass,,89.2,2,0,0,Approved,Approved,2,40
QA52585,CMP13335,2026-03-10,Fail,Warning,Fail,Fail,True,Warning,Offer amount inconsistent,1.0,4,2,1,Needs revision,Rejected,2,2
QA52586,CMP15225,2024-10-25,Warning,Pass,Fail,Pass,True,Fail,Contact information different,29.8,5,5,2,Needs revision,Rejected,0,3
QA52587,CMP19535,2024-04-15,Pass,Pass,Pass,Pass,True,Pass,,75.8,2,0,0,Approved,Approved,0,23
QA52588,CMP18911,2023-10-06,Pass,Pass,Pass,Pass,True,Pass,,87.2,5,0,0,Approved,Approved,1,27
QA52589,CMP15793,2025-11-14,Pass,Pass,Pass,Pass,True,Pass,,65.8,5,0,0,Approved,Approved,2,55
QA52590,CMP17485,2024-06-02,Pass,Pass,Pass,Pass,True,Pass,,46.0,2,0,0,Approved,Conditional,0,60
QA52591,CMP12027,2023-02-27,Warning,Warning,Fail,Warning,True,Warning,CTA differs across channels,18.1,5,1,1,Needs revision,Rejected,0,25
QA52592,CMP13598,2025-07-15,Pass,Pass,Pass,Pass,True,Pass,,75.5,5,0,0,Approved,Approved,1,37
QA52593,CMP13087,2025-11-19,Pass,Pass,Pass,Pass,True,Pass,,99.6,2,0,0,Approved,Approved,2,28
QA52594,CMP13700,2023-10-31,Pass,Pass,Pass,Pass,True,Pass,,98.1,5,0,0,Approved,Approved,0,41
QA52595,CMP12693,2025-04-27,Pass,Pass,Pass,Pass,True,Pass,,54.8,4,0,0,Approved,Approved,2,49
QA52596,CMP19693,2023-09-11,Fail,Warning,Warning,Warning,True,Warning,CTA differs across channels,16.4,2,3,0,Minor fixes required,Conditional,2,4
QA52597,CMP13245,2023-04-27,Pass,Pass,Pass,Pass,True,Fail,,35.2,3,0,0,Approved,Conditional,0,60
QA52598,CMP10615,2026-03-04,Pass,Pass,Pass,Pass,True,Pass,,68.2,2,0,0,Approved,Approved,2,4
QA52599,CMP13662,2026-03-06,Pass,Pass,Pass,Pass,False,Warning,,38.4,5,0,0,Approved,Conditional,1,37
QA52600,CMP10614,2023-02-23,Warning,Pass,Warning,Pass,True,Fail,Brand guidelines violation,29.5,4,3,0,Minor fixes required,Conditional,3,6
QA52601,CMP13022,2024-09-24,Fail,Fail,Warning,Fail,True,Warning,Offer amount inconsistent,12.8,5,4,0,Minor fixes required,Conditional,2,36
QA52602,CMP15279,2024-08-18,Pass,Pass,Pass,Pass,True,Pass,,84.3,4,0,0,Approved,Approved,0,14
QA52603,CMP17331,2023-06-15,Pass,Pass,Pass,Pass,True,Pass,,55.4,3,0,0,Approved,Approved,0,9
QA52604,CMP11729,2024-07-09,Pass,Pass,Pass,Pass,True,Pass,,90.4,4,0,0,Approved,Approved,1,49
QA52605,CMP16641,2024-11-02,Pass,Pass,Pass,Pass,True,Pass,,98.0,5,0,0,Approved,Approved,0,17
QA52606,CMP13063,2023-01-10,Pass,Pass,Pass,Pass,True,Pass,,89.6,3,0,0,Approved,Approved,1,20
QA52607,CMP10621,2026-02-18,Pass,Pass,Pass,Pass,True,Pass,,72.2,2,0,0,Approved,Approved,0,38
QA52608,CMP15848,2024-10-30,Pass,Pass,Pass,Pass,True,Pass,,51.1,5,0,0,Approved,Approved,1,22
QA52609,CMP13605,2023-10-03,Pass,Pass,Pass,Pass,True,Pass,,72.4,5,0,0,Approved,Approved,1,23
QA52610,CMP19913,2024-02-06,Warning,Warning,Warning,Fail,True,Fail,Contact information different,12.0,5,3,0,Minor fixes required,Conditional,3,50
QA52611,CMP13640,2024-04-30,Pass,Pass,Pass,Pass,True,Pass,,64.9,4,0,0,Approved,Approved,3,62
QA52612,CMP12847,2025-09-16,Pass,Pass,Pass,Pass,True,Pass,,97.3,4,0,0,Approved,Approved,1,49
QA52613,CMP14981,2024-09-07,Pass,Pass,Pass,Pass,True,Pass,,61.2,4,0,0,Approved,Approved,1,4
QA52614,CMP17924,2024-01-12,Pass,Pass,Pass,Pass,True,Pass,,72.3,5,0,0,Approved,Approved,3,60
QA52615,CMP14572,2025-03-01,Fail,Fail,Fail,Fail,True,Fail,Terms and conditions unclear,4.7,2,5,1,Needs revision,Rejected,3,60
QA52616,CMP13792,2026-01-06,Warning,Warning,Fail,Pass,True,Warning,Offer amount inconsistent,20.3,2,5,2,Needs revision,Rejected,0,12
QA52617,CMP11451,2024-03-12,Pass,Pass,Warning,Pass,True,Fail,Expiry date mismatch,34.3,5,5,0,Minor fixes required,Conditional,0,35
QA52618,CMP17098,2024-01-15,Pass,Pass,Pass,Pass,True,Pass,,98.2,3,0,0,Approved,Approved,1,14
QA52619,CMP17709,2025-05-30,Fail,Pass,Warning,Pass,True,Warning,Disclaimer missing,30.0,4,2,0,Minor fixes required,Conditional,1,51
QA52620,CMP10573,2023-10-19,Pass,Pass,Pass,Pass,True,Pass,,61.8,5,0,0,Approved,Approved,1,53
QA52621,CMP19422,2024-07-31,Warning,Warning,Fail,Fail,False,Fail,Expiry date mismatch,18.3,5,1,2,Needs revision,Rejected,1,33
QA52622,CMP19585,2024-06-15,Pass,Pass,Pass,Pass,True,Pass,,75.5,2,0,0,Approved,Approved,3,65
QA52623,CMP12741,2024-10-21,Pass,Pass,Pass,Pass,True,Pass,,92.9,5,0,0,Approved,Approved,1,34
QA52624,CMP12181,2023-02-24,Pass,Pass,Pass,Pass,True,Pass,,62.8,2,0,0,Approved,Approved,1,54
QA52625,CMP12170,2025-01-20,Pass,Pass,Pass,Pass,True,Pass,,62.8,3,0,0,Approved,Approved,2,17
QA52626,CMP17406,2025-05-17,Pass,Pass,Pass,Pass,True,Pass,,70.1,3,0,0,Approved,Approved,1,55
QA52627,CMP12812,2025-11-08,Pass,Pass,Pass,Pass,True,Pass,,46.5,3,0,0,Approved,Conditional,3,30
QA52628,CMP14043,2026-03-27,Warning,Pass,Warning,Pass,False,Fail,Interest rate not compliant,25.5,2,3,0,Minor fixes required,Conditional,1,13
QA52629,CMP15515,2026-01-10,Pass,Pass,Pass,Pass,False,Pass,,53.5,2,0,0,Approved,Approved,2,59
QA52630,CMP18042,2024-08-05,Warning,Fail,Fail,Warning,True,Fail,Regulatory language missing,5.3,2,1,2,Needs revision,Rejected,0,28
QA52631,CMP16555,2024-05-03,Pass,Pass,Pass,Pass,True,Pass,,78.1,2,0,0,Approved,Approved,2,52
QA52632,CMP18382,2026-01-16,Pass,Pass,Pass,Pass,True,Pass,,73.8,2,0,0,Approved,Approved,1,4
QA52633,CMP12011,2024-06-24,Pass,Pass,Pass,Pass,True,Pass,,48.5,5,0,0,Approved,Conditional,2,18
QA52634,CMP16758,2024-12-06,Pass,Pass,Pass,Pass,True,Pass,,58.6,2,0,0,Approved,Approved,2,27
QA52635,CMP15358,2023-03-10,Pass,Pass,Pass,Pass,True,Pass,,62.4,5,0,0,Approved,Approved,2,38
QA52636,CMP14167,2024-06-19,Pass,Pass,Pass,Pass,True,Pass,,57.4,5,0,0,Approved,Approved,2,14
QA52637,CMP11229,2023-07-17,Pass,Pass,Pass,Pass,True,Pass,,84.1,5,0,0,Approved,Approved,2,25
QA52638,CMP13349,2026-02-04,Pass,Pass,Pass,Pass,True,Pass,,95.3,3,0,0,Approved,Approved,0,32
QA52639,CMP16518,2023-06-29,Pass,Pass,Pass,Pass,True,Pass,,70.9,3,0,0,Approved,Approved,1,28
QA52640,CMP18126,2023-03-19,Pass,Pass,Pass,Pass,True,Pass,,81.1,3,0,0,Approved,Approved,1,4
QA52641,CMP12200,2025-02-02,Pass,Pass,Pass,Pass,False,Pass,,72.6,3,0,0,Approved,Approved,0,59
QA52642,CMP15495,2023-11-30,Fail,Pass,Fail,Pass,True,Fail,Contact information different,29.5,5,1,1,Needs revision,Rejected,0,71
QA52643,CMP12906,2025-09-22,Warning,Fail,Warning,Pass,True,Warning,Expiry date mismatch,21.5,3,3,0,Minor fixes required,Conditional,0,4
QA52644,CMP11149,2024-02-19,Pass,Pass,Pass,Pass,True,Pass,,58.3,3,0,0,Approved,Approved,1,71
QA52645,CMP19603,2024-10-17,Pass,Pass,Pass,Pass,True,Pass,,85.9,2,0,0,Approved,Approved,3,14
QA52646,CMP11773,2025-08-08,Pass,Pass,Pass,Pass,False,Pass,,88.4,5,0,0,Approved,Approved,3,56
QA52647,CMP17316,2026-02-22,Warning,Fail,Warning,Warning,True,Fail,Disclaimer missing,10.8,2,2,0,Minor fixes required,Conditional,1,39
QA52648,CMP12258,2026-04-02,Pass,Pass,Pass,Pass,True,Pass,,89.1,3,0,0,Approved,Approved,2,68
QA52649,CMP17948,2025-10-07,Pass,Pass,Pass,Pass,True,Pass,,41.4,2,0,0,Approved,Conditional,1,72
QA52650,CMP18819,2023-04-05,Pass,Pass,Pass,Pass,True,Pass,,71.2,3,0,0,Approved,Approved,3,41
QA52651,CMP15385,2025-06-17,Warning,Fail,Warning,Fail,True,Fail,Disclaimer missing,0.5,3,0,0,Minor fixes required,Conditional,1,22
QA52652,CMP17149,2026-02-05,Pass,Pass,Pass,Pass,False,Pass,,95.1,4,0,0,Approved,Approved,3,37
QA52653,CMP19877,2023-04-18,Pass,Pass,Pass,Pass,True,Pass,,43.2,4,0,0,Approved,Conditional,2,54
QA52654,CMP13878,2023-02-19,Fail,Warning,Fail,Fail,True,Fail,Product name variation,18.4,4,3,1,Needs revision,Rejected,0,29
QA52655,CMP17080,2024-01-23,Pass,Pass,Pass,Pass,True,Pass,,53.2,2,0,0,Approved,Approved,2,65
QA52656,CMP16454,2025-08-05,Pass,Pass,Pass,Pass,True,Pass,,53.1,4,0,0,Approved,Approved,1,65
QA52657,CMP16105,2026-04-15,Pass,Pass,Pass,Pass,True,Warning,,39.6,5,0,0,Approved,Conditional,3,16
QA52658,CMP15108,2025-05-09,Pass,Pass,Pass,Pass,True,Fail,,38.2,2,0,0,Approved,Conditional,1,22
QA52659,CMP10036,2025-01-23,Fail,Warning,Warning,Warning,True,Fail,Terms and conditions unclear,15.2,3,4,0,Minor fixes required,Conditional,1,51
QA52660,CMP12345,2025-09-26,Pass,Pass,Pass,Pass,True,Pass,,50.4,3,0,0,Approved,Approved,3,50
QA52661,CMP14043,2025-12-08,Pass,Pass,Pass,Pass,True,Pass,,82.6,4,0,0,Approved,Approved,0,54
QA52662,CMP15716,2026-04-10,Warning,Warning,Warning,Fail,True,Fail,Terms and conditions unclear,14.7,3,2,0,Minor fixes required,Conditional,0,29
QA52663,CMP15683,2026-03-10,Pass,Pass,Pass,Pass,True,Pass,,97.8,3,0,0,Approved,Approved,2,64
QA52664,CMP11549,2026-02-01,Pass,Pass,Pass,Pass,True,Pass,,51.7,2,0,0,Approved,Approved,2,63
QA52665,CMP10026,2024-05-06,Pass,Pass,Pass,Pass,True,Pass,,95.2,5,0,0,Approved,Approved,2,46
QA52666,CMP11249,2024-12-01,Pass,Pass,Pass,Pass,True,Pass,,45.4,2,0,0,Approved,Conditional,2,70
QA52667,CMP10008,2025-09-08,Pass,Pass,Pass,Pass,True,Pass,,46.6,3,0,0,Approved,Conditional,0,61
QA52668,CMP16017,2024-08-21,Fail,Fail,Warning,Warning,True,Fail,Aggressive wording detected,9.5,3,5,0,Minor fixes required,Conditional,2,26
QA52669,CMP17266,2024-01-01,Pass,Pass,Pass,Pass,True,Pass,,49.6,2,0,0,Approved,Conditional,2,69
QA52670,CMP11648,2024-09-02,Pass,Pass,Pass,Pass,True,Pass,,75.3,3,0,0,Approved,Approved,0,51
QA52671,CMP19197,2024-04-29,Warning,Fail,Fail,Pass,True,Fail,Contact information different,24.0,3,0,0,Needs revision,Rejected,0,14
QA52672,CMP14494,2025-12-24,Fail,Warning,Warning,Fail,True,Warning,Contact information different,15.4,2,1,0,Minor fixes required,Conditional,1,26
QA52673,CMP19577,2025-08-08,Pass,Pass,Pass,Pass,True,Pass,,96.7,3,0,0,Approved,Approved,0,62
